"駐車時間","一般","定期","合計","比率"
"00：00～00：30","0","0","0","0.0％"
"00：30～01：00","1","0","1","2.8％"
"01：00～01：30","0","0","0","0.0％"
"01：30～02：00","1","0","1","2.8％"
"02：00～02：30","1","0","1","2.8％"
"02：30～03：00","3","0","3","8.3％"
"03：00～03：30","0","0","0","0.0％"
"03：30～04：00","1","0","1","2.8％"
"04：00～04：30","1","0","1","2.8％"
"04：30～05：00","0","0","0","0.0％"
"05：00～05：30","0","0","0","0.0％"
"05：30～06：00","0","0","0","0.0％"
"06：00～07：00","1","0","1","2.8％"
"07：00～08：00","2","0","2","5.6％"
"08：00～12：00","7","0","7","19.4％"
"12：00～16：00","14","0","14","38.9％"
"16：00～20：00","1","0","1","2.8％"
"20：00～24：00","1","0","1","2.8％"
"24：00～36：00","1","0","1","2.8％"
"36：00～48：00","0","0","0","0.0％"
"48：00～","1","0","1","2.8％"
"合計","36","0","36","100％"
